m;Hour;Cloud amount (1/8);Pressure (msl) (hPa);Precipitation amount (mm);Relative humidity (%);Precipitation intensity (mm/h);Snow depth (cm);Air temperature (degC);Dew-point temperature (degC);Horizontal visibility (m);Wind direction (deg);Gust speed (m/s);Wind speed (m/s);Solar plant (kWh);dh_MWh
3;4;7;992.8;0;98;0;29;0.6;0.3;4100;242;7.5;4.6;;1173,250014
3;5;7;993.2;0.2;98;0.3;30;0.6;0.3;8310;248;7.9;5.1;;1208,955819
3;6;7;993.9;0;98;0;30;0.8;0.4;4680;254;7.7;4.6;;1248,470408
3;7;7;994.6;0;97;0;29;1;0.6;9950;259;7.7;4.7;10;1220,156299
3;8;7;995.4;0;95;0;29;1.6;0.8;10130;263;8.7;4.7;;1186,133799
3;9;7;996.3;0;93;0;29;1.7;0.8;10180;268;8;4.1;;1197,174512
3;10;7;997.4;0;91;0;28;1.9;0.7;14130;272;9;5.3;20;1210,802411
3;11;7;998.4;0.2;95;0.7;29;1.6;0.8;3390;276;8.9;5.2;;1208,79397
3;12;7;999.4;0.1;95;0;28;1.6;0.8;7830;268;7.1;4.5;50;1216,699306
3;13;7;1000.4;0.1;95;0;28;1.6;0.8;6790;258;7.1;4.4;51;1208,286525
3;14;7;1001.5;0;95;0;28;1.5;0.8;17120;262;7.2;4.5;20;1216,448524
3;15;7;1002.4;0.1;94;0;28;1.5;0.6;9290;264;8.4;5;39;1215,164929
3;16;7;1003.3;0.1;95;0;28;1.5;0.8;13220;253;8.6;4.4;41;1206,641434
3;17;3;1004.2;0;95;0;28;1;0.3;43480;260;6.6;4.3;10;1225,01314
3;18;7;1005.1;0;95;0;28;1;0.3;50000;256;6.5;3.9;;1224,322349
3;19;5;1005.8;0;96;0;28;0.4;-0.2;40770;257;5.3;3.4;;1197,925679
3;20;7;1006.3;0;96;0;28;0.4;-0.2;34490;254;5.5;3.5;;1164,996544
3;21;5;1007;0;96;0;28;0.1;-0.5;37940;244;6;3.6;;1148,401708
3;22;8;1007.6;0;95;0;28;0.3;-0.5;49880;237;5.7;3.9;;1139,554967
3;23;7;1008.2;0;97;0;28;0;-0.5;25390;236;5;3.8;;1093,668268
3;0;3;1008.7;0;98;0;28;-0.5;-0.9;10400;250;5.7;3.9;;1143,476368
3;1;5;1009.4;0;99;0;28;-1.1;-1.3;4600;236;5.1;3.5;;1144,737671
3;2;7;1009.8;0;99;0;28;-1;-1.2;7310;249;6.1;3.4;;1133,819151
3;3;7;1010.2;0;98;0;28;-0.8;-1.1;8700;233;5.4;3.4;;1155,892741
3;4;8;1010.7;0;98;0;28;-0.7;-1;8470;238;5.4;3;;1192,817345
3;5;7;1011.2;0;97;0;28;-0.6;-1;10810;236;4.6;2.8;;1280,942592
3;6;8;1011.6;0;95;0;28;-0.4;-1;11210;229;5.5;3.7;;1307,533697
3;7;8;1012.1;0;94;0;28;-0.1;-0.9;14170;193;3.8;2.9;;1268,853697
3;8;8;1012.5;0;93;0;28;-0.1;-1.1;11350;190;4.3;3.2;;1259,810402
3;9;8;1012.9;0.1;94;0;27;0.1;-0.8;7950;183;5.1;3.4;160;1253,351911
3;10;8;1013.4;0;91;0;27;0.6;-0.6;42120;185;5.2;2.9;51;1201,646028
3;11;7;1013.6;0;89;0;27;1.1;-0.6;37800;180;5.6;3.3;150;1185,858637
3;12;8;1013.7;0;86;0;27;1.6;-0.5;39500;195;5.9;3.2;170;1171,684371
3;13;7;1013.7;0;88;0;27;1.5;-0.3;17470;185;5.2;3.8;251;1176,891021
3;14;8;1013.9;0;89;0;27;1.5;-0.2;37270;184;3.9;2.7;151;1202,515192
3;15;7;1014;0;87;0;27;1.8;-0.1;39490;175;3.8;2.3;80;1182,555852
3;16;5;1014.1;0;92;0;27;1.2;0;39000;198;3.1;1.6;40;1238,793297
3;17;3;1014.5;0;96;0;27;0.2;-0.4;28040;191;2.8;2;70;1236,269817
3;18;1;1014.7;0;96;0;27;-0.2;-0.8;32090;193;4.1;2.4;;1290,981669
3;19;0;1015;0;97;0;27;-0.9;-1.3;23290;213;3.6;2.8;;1269,014114
3;20;7;1015;0;96;0;27;-0.2;-0.8;21840;235;4.6;2.8;;1189,184081
3;21;7;1014.9;0;97;0;27;0;-0.4;16540;257;3.7;2.5;;1171,396823
3;22;7;1015.1;0;98;0;27;-0.7;-1;10560;246;3.1;2.1;;1133,218375
3;23;0;1015.2;0;99;0;27;-1.6;-1.8;13900;270;4.2;2.9;;1166,079915
3;0;0;1015.3;0;99;0;27;-2.2;-2.4;17610;271;3.8;3.1;;1175,976927
3;1;1;1015.6;0;99;0;27;-2.4;-2.6;31800;302;3.8;2;;1164,610973
3;2;8;1015.6;0;98;0;27;-1.7;-2;21660;306;2.7;1.5;;1153,872462
3;3;7;1015.5;0;98;0;27;-2.2;-2.5;18340;231;2.2;1.6;;1172,470348
3;4;8;1015.6;0;98;0;27;-1.9;-2.2;5950;270;2.9;2.3;;1223,548874
3;5;8;1015.8;0;97;0;27;-1.2;-1.5;3540;317;2.3;1.1;;1262,19424
3;6;8;1016.2;0;96;0;27;-0.4;-1;21130;310;4.2;2.6;;1261,919708
3;7;7;1016.4;0;93;0;27;0.5;-0.6;19040;314;4.2;2.3;;1226,48462
3;8;8;1016.7;0;92;0;27;0.7;-0.5;16430;331;5.1;2.7;40;1211,712465
3;9;8;1017.2;0.4;94;1;27;0.6;-0.3;1040;342;5.8;3.4;60;1230,321186
3;10;8;1017.5;0.4;87;0;27;1.5;-0.4;29650;335;5.9;2.9;101;1191,996166
3;11;8;1017.6;0;79;0;27;1.7;-1.5;50000;342;7.2;5;70;1185,426844
3;12;7;1017.6;0;75;0;27;2.5;-1.4;37950;332;7.5;4.3;210;1161,346105
3;13;7;1017.6;0;74;0;27;2.4;-1.7;43870;313;6.4;3.6;201;1168,714136
3;14;7;1017.8;0;75;0;27;2.2;-1.7;50000;310;7;3.3;261;1198,692354
3;15;7;1017.9;0;80;0;27;1.7;-1.3;50000;324;5.8;3.3;80;1241,762815
3;16;7;1018.3;0.6;95;0.3;27;0.6;-0.2;25740;318;5.4;3;101;1279,884278
3;17;5;1018.5;0;90;0;27;0.5;-0.9;32850;318;5;3.3;;1275,385828
3;18;8;1018.8;0;83;0;27;0.7;-1.9;48090;316;5.7;3.4;;1262,585014
3;19;7;1018.9;0;80;0;27;0.4;-2.6;50000;319;6.4;3.3;;1263,59875
3;20;3;1019;0;83;0;27;-0.5;-3.1;50000;298;4.8;3.2;;1262,614075
3;21;0;1018.8;0;87;0;27;-1.4;-3.3;45530;296;3.5;2;;1238,483738
3;22;0;1018.6;0;89;0;27;-2;-3.6;35670;291;4.1;2.5;;1230,755659
3;23;0;1018.3;0;87;0;27;-2.5;-4.4;50000;300;3.8;1.9;;1222,496288
3;0;0;1018.1;0;92;0;27;-3.2;-4.4;50000;284;4.1;2.4;;1224,846503
3;1;0;1017.7;0;90;0;27;-3.2;-4.6;50000;289;4.5;2.7;;1231,244922
3;2;0;1017.6;0;93;0;27;-4.2;-5.2;44340;272;5.7;3.3;;1254,503867
3;3;0;1017.1;0;93;0;27;-4.7;-5.8;37470;267;5.1;3.2;;1291,461361
3;4;0;1016.9;0;93;0;27;-5.2;-6.2;39920;255;4.3;3.3;;1365,821762
3;5;0;1016.4;0;90;0;27;-4.4;-5.7;46550;255;5.6;4.1;;1429,020664
3;6;7;1016.2;0;87;0;27;-3.4;-5.3;9220;258;5.1;3.2;;1401,730966
3;7;7;1015.8;0;87;0;27;-2.3;-4.2;5820;246;4.4;2.8;9;1355,274401
3;8;8;1015.8;0;83;0;27;-1.3;-3.8;35210;284;5.6;2.6;;1338,645101
3;9;7;1015.9;0;79;0;27;-1.3;-4.4;38100;323;8.1;4.3;40;1334,217344
3;10;7;1016;0;74;0;27;-1.1;-5.2;48620;333;7.9;5.4;;1341,342193
3;11;7;1016.1;0;65;0;27;-1.3;-6.9;47000;342;9.9;6.2;90;1318,749811
3;12;1;1016.1;0;51;0;27;-0.4;-9.2;44300;326;9.7;5.2;51;1301,655381
3;13;0;1016.1;0;39;0;27;-0.2;-12.6;50000;335;9.2;5.2;80;1291,348831
3;14;0;1016.5;0;35;0;26;-0.7;-14.3;48340;348;10.2;4.8;682;1314,816482
3;15;0;1016.7;0;35;0;27;-1.2;-14.7;50000;335;10.1;5.4;541;1332,217902
3;16;0;1017.1;0;36;0;27;-1.8;-14.8;50000;335;9.9;5.6;241;1411,424104
3;17;0;1017.5;0;38;0;27;-2.5;-14.8;50000;322;4.3;2.9;110;1435,538034
3;18;0;1017.7;0;41;0;27;-3.4;-14.7;45530;304;5.9;3.3;11;1458,72471
3;19;0;1018.1;0;43;0;27;-3.8;-14.5;50000;303;6.5;3.7;;1443,205649
3;20;0;1018.3;0;46;0;27;-4;-14.1;50000;305;7.6;4.1;;1424,395681
3;21;0;1018.6;0;51;0;27;-4.9;-13.4;50000;301;6;3.9;;1395,873369
3;22;0;1018.8;0;56;0;27;-5.4;-12.9;50000;309;7.5;4.3;;1384,749494
3;23;0;1019.2;0;61;0;27;-5.8;-12.2;50000;311;6.7;4.3;;1388,451596
3;0;0;1019.6;0;65;0;27;-6.3;-11.8;50000;313;6.8;3.9;;1405,755306
3;1;0;1020.1;0;69;0;27;-6.9;-11.6;50000;310;6.6;3.9;;1416,476002
3;2;3;1020.4;0;72;0;27;-7.3;-11.4;50000;317;7.1;4.5;;1412,387518
3;3;0;1020.9;0;76;0;27;-7.8;-11.2;50000;315;6.1;3.7;;1456,626453
3;4;0;1021.4;0;81;0;27;-8;-10.8;50000;316;6.7;4;;1575,256469
3;5;0;1022;0;81;0;27;-7.4;-10.1;50000;323;7.3;4.7;;1622,384388
3;6;8;1022.7;0;79;0;27;-6.3;-9.3;42150;329;8.8;4.7;;1586,838376
3;7;3;1022.8;0;66;0;27;-5.2;-10.5;40600;1;8.2;5;30;1542,589702
3;8;1;1023.4;0;60;0;27;-5;-11.6;38670;340;8.9;5.2;70;1527,50777
3;9;0;1024;0;53;0;27;-4.7;-12.9;31310;340;9.9;6.1;90;1498,424934
3;10;0;1024.3;0;49;0;27;-3.7;-12.8;36140;346;8.9;4.9;451;1466,706617
3;11;1;1024.4;0;46;0;27;-3.2;-13.3;38510;349;8.8;4.4;542;1422,234278
3;12;1;1024.4;0;45;0;27;-2.7;-13.2;41730;334;8.4;4.5;601;1388,273698
3;13;3;1024.2;0;41;0;27;-2.2;-13.8;41820;345;8.7;3.8;622;1382,153002
3;14;3;1024;0;43;0;27;-2.9;-13.8;50000;310;6.9;3.7;341;1388,108048
3;15;1;1023.8;0;39;0;27;-2.8;-14.9;50000;340;7.3;3.4;301;1386,572178
3;16;1;1024;0;42;0;27;-3.3;-14.5;50000;327;5.2;2.8;211;1482,063916
3;17;0;1024;0;46;0;28;-4.5;-14.3;50000;319;2.6;1.7;150;1494,113196
3;18;0;1023.7;0;51;0;28;-5.6;-14.2;33820;289;1.6;1.3;50;1503,329777
3;19;0;1023.6;0;53;0;28;-6.2;-14.1;44440;298;2;1.4;;1507,828521
3;20;0;1023.2;0;60;0;28;-7.1;-13.6;19250;253;2.4;2;;1494,530446
3;21;0;1022.8;0;63;0;28;-7.3;-13.2;31120;224;3.1;2.6;;1471,911471
3;22;1;1022.5;0;62;0;28;-7.6;-13.6;36310;209;2.1;1.9;;1448,678981
3;23;0;1021.8;0;60;0;28;-7.5;-13.9;50000;211;3;2.3;;1431,524574
3;0;3;1021.1;0;61;0;28;-7.2;-13.5;50000;197;4.5;3.4;;1365,826188
3;1;1;1020.1;0;62;0;28;-7.2;-13.4;50000;200;5.7;4.5;;1343,7914
3;2;5;1019;0;61;0;28;-6.4;-12.6;50000;198;6.6;4.6;;1310,742734
3;3;7;1017.9;0;59;0;28;-4.9;-11.6;50000;202;7;4.4;;1257,865293
3;4;7;1016.9;0;63;0;28;-4.4;-10.5;50000;204;7.5;5;;1266,268981
3;5;7;1015.9;0;66;0;28;-3.6;-9.2;50000;204;7.5;4.8;;1261,967807
3;6;7;1014.7;0;69;0;28;-2.5;-7.4;32860;200;13.5;8.3;;1275,24768
3;7;7;1013.4;0;78;0;28;-2.5;-5.7;8280;189;14.3;9.6;10;1300,013428
3;8;7;1012;0.1;84;0;28;-2.2;-4.5;7570;195;14;8.6;;1330,054512
3;9;7;1011;0.1;87;0;28;-1.4;-3.3;9550;191;12.1;7.1;161;1305,831783
3;10;7;1009.7;0.1;91;0.2;27;-0.6;-1.9;1850;198;12.9;8.1;60;1265,299849
3;11;7;1008.6;0;83;0;28;0.1;-2.4;15520;205;13.6;8.8;120;1258,777179
3;12;7;1007.5;0;89;0;28;-0.2;-1.7;2690;203;13.7;9.1;111;1263,10294
3;13;7;1006.2;0.1;92;0.3;28;-0.1;-1.1;1930;203;13.3;8.9;110;1259,498459
3;14;7;1005;0.2;92;0.2;28;-0.1;-1.2;2990;205;12.3;8.2;80;1251,645574
3;15;7;1003.7;0.1;91;0;28;0.2;-1.1;3630;204;13.2;8;60;1259,406195
3;16;7;1002.4;0.5;95;0.6;29;-0.1;-0.8;2500;201;10;6.9;41;1265,854275
3;17;7;1001.2;0.6;97;0.9;29;-0.1;-0.6;1520;199;10.6;6.7;;1262,433189
3;18;7;1000.1;0.6;97;0.5;29;-0.1;-0.5;3300;202;10.5;6.9;;1243,9302
3;19;7;998.8;0.2;97;0;30;0.1;-0.3;4900;203;10.6;6.7;;1203,219476
3;20;7;997.3;0.1;97;0;30;0.4;-0.1;12180;203;9.1;6.4;;1145,037034
3;21;7;996.1;0.1;95;0;31;0.8;0;21370;210;8.1;4.9;;1067,594692
3;22;7;994.9;0;95;0;31;0.9;0.2;15630;205;8.2;5.3;;1070,745908
3;23;8;993.7;0.1;96;0;31;1;0.5;9290;205;7.8;5.3;;1046,445003
3;0;7;992.6;0.3;97;0;31;1;0.6;7710;205;8;5.3;;1032,491851
3;1;7;991.6;0.1;97;0;31;1.4;1;19320;222;8.7;5.7;;1014,909847
3;2;7;990.8;0;95;0;31;1.7;1;37490;226;9.1;5.6;;1003,746655
3;3;7;990.4;0;92;0;30;1.6;0.5;50000;240;9.9;6;;1010,277675
3;4;5;990.3;0;87;0;30;1.2;-0.7;50000;239;9.2;5.8;;1090,824779
3;5;0;990;0;85;0;30;0.7;-1.6;46590;225;8.6;5.9;;1124,861689
3;6;0;989.9;0;78;0;30;1.2;-2.2;47930;244;10.8;6.4;;1064,451293
3;7;0;990.1;0;69;0;30;2.5;-2.6;47170;255;11.9;7.1;;1037,072396
3;8;1;990.2;0;64;0;30;3.4;-2.7;40610;263;14.1;7.5;59;1022,479989
3;9;8;990.4;0;61;0;30;2.8;-4;48830;272;14.2;8.9;131;1044,175389
3;10;7;990.9;0;64;0;30;3;-3.2;44640;267;15.5;9.4;211;1062,947386
3;11;8;991.8;0;61;0;29;3;-3.9;48560;277;14.8;8.1;280;1060,247734
3;12;8;992.2;0;56;0;29;3.3;-4.7;50000;271;15.3;7.9;211;1059,955961
3;13;8;993.1;0;57;0;29;3.1;-4.7;50000;275;13.6;8.1;241;1124,227442
3;14;8;994.1;0;60;0;28;2.2;-4.8;50000;282;14.7;8.1;170;1141,008627
3;15;8;995;0;56;0;28;1.9;-5.9;50000;286;15.5;9.2;121;1173,510583
3;16;5;995.7;0;51;0;28;1.7;-7.4;50000;273;12.8;8.1;60;1208,638424
3;17;7;996.7;0;51;0;28;1.1;-8;50000;280;14.5;5.8;70;1238,15898
3;18;1;997.7;0;47;0;28;0.7;-9.3;50000;282;14.2;8.4;10;1278,31352
3;19;0;998.5;0;48;0;28;0.1;-9.6;50000;281;13.7;7.9;;1262,607687
3;20;0;999.2;0;47;0;28;-0.6;-10.5;50000;279;11;6.7;;1233,978701
3;21;0;999.8;0;49;0;28;-1.4;-10.6;50000;270;9;5.5;;1207,716333
3;22;0;1000.4;0;50;0;28;-1.5;-10.5;50000;274;8.5;5.4;;1192,685141
3;23;0;1001;0;54;0;28;-2.1;-10.1;50000;267;9.3;6;;1170,295408
3;0;0;1001.5;0;55;0;28;-2.5;-10.3;50000;265;9.2;5.7;;1210,441194
3;1;0;1002.2;0;56;0;28;-3.2;-10.7;50000;264;9.7;5.7;;1209,618021
3;2;0;1002.6;0;56;0;28;-3.2;-10.8;50000;267;7.7;5.1;;1209,569753
3;3;0;1003.2;0;58;0;28;-3.7;-10.7;50000;275;7.7;4.5;;1275,054077
3;4;0;1004.1;0;60;0;28;-4;-10.6;50000;276;9.4;4.8;;1399,571359
3;5;0;1004.6;0;61;0;28;-4;-10.4;50000;275;8.5;4.8;;1456,646231
3;6;0;1005.2;0;57;0;28;-2.8;-10.3;45540;279;9.4;5;;1438,404423
3;7;0;1005.7;0;51;0;28;-1.5;-10.4;42350;288;7.7;4.4;20;1342,919699
3;8;0;1006.1;0;42;0;28;0.2;-11.2;40370;288;8.8;5;120;1252,269256
3;9;0;1006.6;0;39;0;28;0.7;-11.7;44270;297;9.6;5.8;261;1206,503897
3;10;0;1006.8;0;33;0;28;1.7;-12.9;44490;296;7;3.6;421;1148,634875
3;11;0;1007;0;33;0;28;2.1;-12.5;37430;296;8.1;4.7;502;1138,52849
3;12;0;1007.2;0;29;0;28;2.3;-13.8;42260;306;6.3;3.6;561;1116,758455
3;13;0;1007.2;0;28;0;28;2.3;-14.4;50000;325;7.5;4.1;572;1099,358825
3;14;0;1007.7;0;28;0;28;2.5;-14.1;48670;316;7.7;4.2;531;1115,859838
3;15;0;1008;0;29;0;28;2.3;-14;49960;320;5.2;3;411;1132,874351
3;16;0;1008.3;0;30;0;28;1.8;-14;50000;328;4;2.5;181;1189,300687
3;17;0;1008.9;0;34;0;28;0;-13.8;50000;335;3.8;2.4;81;1284,074296
3;18;0;1009.3;0;40;0;29;-1.6;-13.6;36640;339;2.8;1.9;19;1297,15313
3;19;0;1009.9;0;44;0;28;-1.8;-12.6;39350;9;1.3;0.7;;1295,97023
3;20;0;1010.3;0;47;0;28;-2.7;-12.5;49500;197;1.5;1;;1290,495554
3;21;0;1010.6;0;50;0;29;-3.5;-12.4;41740;168;1.6;0.9;;1271,005095
3;22;0;1010.8;0;57;0;28;-3.8;-11.2;32670;177;2.1;1.6;;1233,817223
3;23;0;1011.3;0;68;0;28;-4.7;-9.8;25840;141;1.5;1.2;;1230,433224
3;0;0;1011.4;0;71;0;28;-5.1;-9.5;17750;139;2.6;2.1;;1220,045883
3;1;0;1011.7;0;71;0;28;-5.4;-9.8;29450;172;3.7;2.4;;1211,544509
3;2;0;1011.7;0;75;0;28;-5.3;-9;20650;165;3.9;2.9;;1206,805212
3;3;0;1011.6;0;88;0;28;-2.8;-4.6;38450;179;4.9;3.2;;1216,51216
3;4;5;1012;0;92;0;28;-2.9;-4.1;45090;191;5;3.7;;1259,517711
3;5;8;1012.2;0;91;0;29;-1.5;-2.8;50000;198;4.9;3.5;;1289,289218
3;6;8;1012.6;0;90;0;29;-0.3;-1.7;50000;193;6.2;3.9;;1248,997584
3;7;7;1012.7;0;91;0;29;0.9;-0.3;49230;184;7.5;5;40;1223,688617
3;8;8;1013.1;0.2;91;0.9;28;1.2;-0.2;10460;188;7.6;5.5;31;1176,528707
3;9;7;1012.9;0;89;0;28;1.7;0.1;44840;189;9;6.5;;1122,383596
3;10;7;1012.8;0;83;0;28;2.9;0.3;37720;185;7.3;4.6;;1081,604354
3;11;1;1012.6;0;80;0;28;3.6;0.5;37110;187;9.7;6.7;;1031,592758
3;12;0;1012.6;0;77;0;28;4.5;0.8;43220;194;6.2;3.7;250;992,8965416
3;13;0;1012.6;0;72;0;28;5.6;0.9;45110;197;5.9;3.5;411;963,9054134
3;14;0;1012.3;0;70;0;28;6.2;1.2;48780;188;6.8;4.6;462;959,9529449
3;15;0;1012.2;0;74;0;28;5;0.8;42120;194;5.4;3.7;401;974,1056808
3;16;0;1012.1;0;73;0;28;5;0.6;50000;197;7.2;5.1;251;986,0989548
3;17;0;1012.4;0;74;0;28;4.6;0.4;50000;201;6.3;4.6;90;1037,652389
3;18;0;1012.4;0;72;0;28;4.5;-0.1;50000;205;6.6;5.3;10;1068,783668
3;19;0;1012.7;0;78;0;28;3.4;-0.1;50000;208;6;4.6;;1043,864505
3;20;7;1012.7;0;74;0;28;4.3;-0.1;50000;224;6.9;4.9;;1016,407578
3;21;1;1012.8;0;82;0;28;2.5;-0.3;50000;207;5;4;;1019,289706
3;22;0;1012.8;0;85;0;28;1.9;-0.4;50000;193;4.9;3;;1029,125397
3;23;0;1012.6;0;88;0;28;1.3;-0.4;50000;200;5.9;3.9;;1039,440519
3;0;0;1012.2;0;90;0;28;1.1;-0.3;50000;197;6.6;4.5;;1030,907711
3;1;1;1012.4;0;92;0;28;1;-0.1;50000;194;4.8;2.8;;1014,955499
3;2;3;1012.1;0;92;0;28;1.2;0.1;50000;188;6.7;4.5;;1022,099261
3;3;0;1012;0;91;0;28;1.4;0.1;50000;190;7.4;5.3;;1045,398912
3;4;0;1011.8;0;88;0;28;2;0.1;50000;198;8.6;6.4;;1078,337133
3;5;0;1011.4;0;86;0;28;2.3;0.1;50000;194;8.2;5.8;;1095,030893
3;6;0;1011.3;0;83;0;28;3.2;0.5;50000;189;8.2;5.5;;1083,087632
3;7;0;1011.1;0;82;0;28;3.9;1.1;36980;191;10.2;6.8;30;1047,134731
3;8;5;1011.2;0;90;0;28;2.3;0.9;32510;199;13.9;8.5;120;1107,218693
3;9;8;1011.4;0;96;0;27;1.6;1;10590;197;12.3;7.4;261;1135,934876
3;10;8;1011.4;0;96;0;26;2;1.4;6240;200;14.9;9.4;120;1139,709098
3;11;8;1011.3;0;93;0;26;2.4;1.4;13390;203;15.7;10.5;101;1137,17671
3;12;8;1011.2;0;93;0;26;2.2;1.2;9480;198;20.2;11.2;70;1159,382652
3;13;8;1011;0;95;0;25;1.8;1.1;7550;190;15.8;10.8;50;1188,956009
3;14;8;1010.7;0;95;0;26;1.8;1.1;9230;190;16.6;10.1;60;1191,204651
3;15;8;1010.3;0;93;0;25;1.8;0.9;13660;191;17.1;11.2;20;1186,450551
3;16;7;1010.5;0;91;0;25;2;0.7;14550;192;15.4;9;;1163,012303
3;17;8;1010.5;0;89;0;25;2.2;0.6;18110;191;12.9;8.4;10;1157,51907
3;18;7;1010.4;0;89;0;25;2.3;0.7;17010;191;12;8.3;10;1164,30108
3;19;7;1010.3;0;89;0;25;2.4;0.7;18240;197;10.3;6.3;;1104,937222
3;20;7;1010.2;0;90;0;25;2.6;1.2;16030;202;9.6;6.2;;1071,226851
3;21;7;1010.2;0;92;0;25;2.3;1.2;10780;204;9.7;5.7;;1033,645828
3;22;7;1010;0;94;0;25;1.9;1.1;7680;199;9.3;5.6;;990,2011482
3;23;7;1009.7;0;95;0;25;2;1.3;5800;197;8.6;5.7;;992,6803895
3;0;7;1009.4;0;96;0;25;1.8;1.2;4870;201;7.9;4.6;;991,7460627
3;1;7;1009.3;0;98;0;25;1.6;1.3;3770;211;5.7;3.4;;983,3012325
3;2;7;1009.2;0;98;0;25;1.5;1.2;2710;200;4.6;2.7;;985,2956665
3;3;7;1009.2;0;99;0;25;1.4;1.3;1140;197;5.4;3.5;;986,1311874
3;4;7;1009.1;0;99;0;24;1.4;1.3;1030;206;5;3.6;;1065,530211
3;5;7;1008.9;0;100;0;24;1.6;1.5;2380;196;6.3;3.8;;1105,005293
3;6;7;1009.1;0;98;0;25;2.2;1.9;6720;195;6.8;4.5;;1131,12606
3;7;7;1009.4;0;94;0;24;2.6;1.7;10670;198;7.5;4.7;21;1058,417463
3;8;3;1009.6;0;85;0;24;4.2;1.9;18710;194;5.1;3.6;60;997,8591251
3;9;1;1009.6;0;80;0;24;5.2;2.1;24500;183;6.3;4.7;160;953,5569334
3;10;0;1009.6;0;76;0;23;6;2.1;17970;169;6.8;5.1;381;958,0663414
3;11;0;1009.9;0;78;0;23;5.6;2;20470;199;7.9;5.8;472;887,4503681
3;12;0;1010.1;0;71;0;23;7.1;2.3;29730;186;7.1;5.1;531;907,6839191
3;13;1;1010.3;0;73;0;23;6.4;2;18850;181;8;5;542;918,0454114
3;14;0;1010.5;0;75;0;23;5.8;1.6;19450;183;6.9;4.8;481;926,6465569
3;15;0;1010.7;0;74;0;22;5.8;1.5;22970;187;7.1;4.3;351;949,069301
3;16;0;1010.9;0;79;0;22;4.3;1;22680;195;7.7;4.9;261;1027,879485
3;17;0;1011.4;0;85;0;22;3;0.7;22450;200;6.9;5.1;100;1077,859841
3;18;0;1012;0;89;0;22;2.3;0.6;20390;202;5.5;4.4;20;1109,18038
3;19;0;1012.5;0;92;0;22;1.5;0.3;19410;211;6.2;4.7;;1111,01663
3;20;0;1012.6;0;95;0;22;0.9;0.2;16820;204;5.3;4.1;;1092,149615
3;21;0;1013.1;0;96;0;22;0.5;0;14620;200;5.4;4;;1076,720131
3;22;7;1013.3;0;98;0;23;0.5;0.2;4050;191;6.2;4.2;;1024,880325
3;23;7;1013.4;0;98;0;22;1.2;0.9;8100;190;7;4.9;;995,6866135
3;0;7;1013.5;0;97;0;23;1.5;1;6730;203;5.8;2.9;;976,0317308
3;1;8;1013.5;0.2;97;1.1;22;1.6;1.2;4410;200;7.1;4.3;;969,65597
3;2;8;1013.5;0.6;97;0;22;1.6;1.2;4700;185;6.2;3.9;;977,9091146
3;3;8;1013.5;0;98;0;22;1.2;0.9;3590;188;4.7;3.3;;989,3692715
3;4;7;1013.7;0;98;0;22;1.3;1;4090;199;4.4;2.8;;1088,603411
3;5;8;1014.1;0;98;0;22;1.3;1;3390;211;6;3.9;;1121,371694
3;6;8;1014.7;0;99;0;22;1.2;1;1240;207;5.1;3.7;;1142,847169
3;7;9;1015.1;0;99;0;22;1.7;1.5;1240;199;3.1;1.9;;1126,673512
3;8;7;1015.7;0;98;0;22;2.1;1.8;3530;239;3.5;2.3;;1070,712999
3;9;7;1016.1;0;88;0;22;3.9;2.1;9520;253;1.4;0.7;;1012,451547
3;10;3;1016.5;0;85;0;22;4.7;2.3;12930;198;3.1;1.9;;982,1198088
3;11;1;1016.8;0;82;0;21;5.6;2.7;16410;179;3;1.5;;961,8593399
3;12;0;1016.9;0;77;0;21;6.3;2.5;15160;116;3.6;2.3;;924,7555317
3;13;0;1016.8;0;72;0;21;7.1;2.3;22610;172;4.8;2.8;;917,4589371
3;14;0;1016.7;0;74;0;21;6.5;2.2;25390;176;6.1;4.5;;935,8535889
3;15;1;1016.8;0;82;0;20;4.8;2;19710;185;7;4.8;2778;981,231892
3;16;0;1016.8;0;85;0;21;4.1;1.9;14040;169;4.4;2.8;281;1099,893479
3;17;9;1017.2;0;98;0;21;1.1;0.8;540;178;5.1;2.9;120;1123,001729
3;18;9;1017.6;0;99;0;21;0.5;0.4;520;190;4.3;2.5;;1100,968301
3;19;9;1018;0;100;0;21;0.3;0.2;800;210;3.9;2.4;;1112,747668
3;20;7;1018.3;0;100;0;21;0.5;0.4;7230;205;3.6;2.6;;1062,774576
3;21;8;1018.3;0;99;0;21;1.2;1.1;8350;198;4.3;2.9;;971,2918052
3;22;5;1018.5;0;98;0;21;0.9;0.7;3360;197;3.3;2.5;;1011,354397
3;23;9;1018.5;0;99;0;21;1.1;1;410;178;4.1;2.7;;985,0850758
3;0;9;1018.5;0;100;0;21;0.6;0.5;300;183;3.2;2.2;;1019,608281
3;1;9;1018.5;0;100;0;21;0.5;0.4;450;159;2.3;0.9;;1016,212971
3;2;9;1018.6;0;100;0;21;-0.5;-0.5;330;107;2.8;2;;1023,112174
3;3;7;1018.4;0;100;0;21;-0.2;-0.2;2600;109;2.7;2;;993,0267588
3;4;8;1018.5;0;100;0;21;0.2;0.2;3860;84;3.5;2.7;;992,8595341
3;5;8;1018.4;0;99;0;21;0.7;0.6;4330;91;3.4;2.3;;1009,029571
